Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
0,0,Afghanistan,1/2/2021 5:22,33.93911,67.709953,52513,2201,41727,8585,Afghanistan,134.8965783,4.191343096
0,0,Albania,1/2/2021 5:22,41.1533,20.1683,58316,1181,33634,23501,Albania,2026.409062,2.025173194
0,0,Algeria,1/2/2021 5:22,28.0339,1.6596,99897,2762,67395,29740,Algeria,227.8098608,2.764847793
0,0,Andorra,1/2/2021 5:22,42.5063,1.5218,8117,84,7463,570,Andorra,10505.40348,1.034865098
0,0,Angola,1/2/2021 5:22,-11.2027,17.8739,17568,405,11146,6017,Angola,53.45298103,2.305327869
0,0,Antigua and Barbuda,1/2/2021 5:22,17.0608,-61.7964,159,5,148,6,Antigua and Barbuda,162.3641859,3.144654088
0,0,Argentina,1/2/2021 5:22,-38.4161,-63.6167,1629594,43319,1426676,159599,Argentina,3605.633332,2.658269483
0,0,Armenia,1/2/2021 5:22,40.0691,45.0382,159738,2828,143355,13555,Armenia,5390.664389,1.770399028
0,0,Austria,1/2/2021 5:22,47.5162,14.5501,358774,7564,334901,21749,Austria,4029.479037,1.725216375
0,0,Azerbaijan,1/2/2021 5:22,40.1431,47.5769,219041,2670,188280,28091,Azerbaijan,2160.34342,1.218949877
0,0,Bahamas,1/2/2021 5:22,25.025885,-78.035889,7887,171,6239,1477,Bahamas,2005.604606,2.168124762
0,0,Bahrain,1/2/2021 5:22,26.0275,50.55,92913,352,90369,2192,Bahrain,5460.386005,0.378849031
0,0,Bangladesh,1/2/2021 5:22,23.685,90.3563,514500,7576,458656,48268,Bangladesh,312.4062952,1.47249757
0,0,Barbados,1/2/2021 5:22,13.1939,-59.5432,395,7,319,69,Barbados,137.4529789,1.772151899
0,0,Belarus,1/2/2021 5:22,53.7098,27.9534,196223,1433,178102,16688,Belarus,2076.583069,0.730291556
0,0,Belize,1/2/2021 5:22,17.1899,-88.4976,10776,248,9795,733,Belize,2710.118429,2.301410542
0,0,Benin,1/2/2021 5:22,9.3077,2.3158,3251,44,3061,146,Benin,26.81635654,1.353429714
0,0,Bhutan,1/2/2021 5:22,27.5142,90.4336,689,0,449,240,Bhutan,89.29358279,0
0,0,Bolivia,1/2/2021 5:22,-16.2902,-63.5887,160985,9175,132510,19300,Bolivia,1379.119336,5.699288754
0,0,Bosnia and Herzegovina,1/2/2021 5:22,43.9159,17.6791,112143,4086,77682,30375,Bosnia and Herzegovina,3418.144577,3.643562238
0,0,Botswana,1/2/2021 5:22,-22.3285,24.6849,14805,42,12136,2627,Botswana,629.5646627,0.283687943
0,0,Brunei,1/2/2021 5:22,4.5353,114.7277,157,3,149,5,Brunei,35.88710876,1.910828025
0,0,Bulgaria,1/2/2021 5:22,42.7339,25.4858,202540,7604,120343,74593,Bulgaria,2914.896786,3.754320134
0,0,Burkina Faso,1/2/2021 5:22,12.2383,-1.5616,6828,85,5152,1591,Burkina Faso,32.66473325,1.244874048
0,0,Burma,1/2/2021 5:22,21.9162,95.956,125042,2697,107777,14568,Burma,229.8152425,2.15687529
0,0,Burundi,1/2/2021 5:22,-3.3731,29.9189,822,2,687,133,Burundi,6.912918504,0.243309002
0,0,Cabo Verde,1/2/2021 5:22,16.5388,-23.0418,11872,113,11569,190,Cabo Verde,2135.297884,0.951819407
0,0,Cambodia,1/2/2021 5:22,11.55,104.9167,379,0,362,17,Cambodia,2.266885923,0
0,0,Cameroon,1/2/2021 5:22,3.848,11.5021,26848,448,24892,1508,Cameroon,101.138166,1.668653159
0,0,Central African Republic,1/2/2021 5:22,6.6111,20.9394,4963,63,1924,2976,Central African Republic,102.7586441,1.269393512
0,0,Chad,1/2/2021 5:22,15.4542,18.7322,2141,104,1704,333,Chad,13.03432594,4.857543204
0,Guam,US,1/2/2021 5:22,13.4443,144.7937,7326,122,0,7204,"Guam, US",4460.844309,1.665301665
0,Northern Mariana Islands,US,1/2/2021 5:22,15.0979,145.6739,122,2,0,120,"Northern Mariana Islands, US",221.2389381,1.639344262
0,Virgin Islands,US,1/2/2021 5:22,18.3358,-64.8963,2036,23,0,2013,"Virgin Islands, US",1898.049745,1.129666012
Autauga,Alabama,US,1/2/2021 5:22,32.53952745,-86.64408227,4239,50,0,4189,"Autauga, Alabama, US",7587.391935,1.179523473
Baldwin,Alabama,US,1/2/2021 5:22,30.72774991,-87.72207058,13823,169,0,13654,"Baldwin, Alabama, US",6192.157109,1.222600014
Barbour,Alabama,US,1/2/2021 5:22,31.868263,-85.3871286,1517,33,0,1484,"Barbour, Alabama, US",6145.183505,2.175346078
Bibb,Alabama,US,1/2/2021 5:22,32.99642064,-87.1251146,1854,46,0,1808,"Bibb, Alabama, US",8279.003304,2.481121899
Blount,Alabama,US,1/2/2021 5:22,33.98210918,-86.56790593,4693,63,0,4630,"Blount, Alabama, US",8115.72649,1.342424888
Bullock,Alabama,US,1/2/2021 5:22,32.10030533,-85.71265535,888,22,0,866,"Bullock, Alabama, US",8791.208791,2.477477477
Butler,Alabama,US,1/2/2021 5:22,31.75300095,-86.68057478,1522,45,0,1477,"Butler, Alabama, US",7825.997532,2.956636005
Calhoun,Alabama,US,1/2/2021 5:22,33.77483727,-85.82630386,9584,157,0,9427,"Calhoun, Alabama, US",8436.248405,1.638146912
Chambers,Alabama,US,1/2/2021 5:22,32.91360079,-85.39072749,2366,63,0,2303,"Chambers, Alabama, US",7114.933542,2.662721893
Cherokee,Alabama,US,1/2/2021 5:22,34.17805983,-85.60638968,1429,22,0,1407,"Cherokee, Alabama, US",5455.031302,1.539538139
Chilton,Alabama,US,1/2/2021 5:22,32.85044126,-86.7173256,3004,54,0,2950,"Chilton, Alabama, US",6761.501756,1.797603196
Choctaw,Alabama,US,1/2/2021 5:22,32.02227341,-88.2656443,491,22,0,469,"Choctaw, Alabama, US",3900.23036,4.480651731
Clarke,Alabama,US,1/2/2021 5:22,31.68099859,-87.83548597,2418,26,0,2392,"Clarke, Alabama, US",10236.22047,1.075268817
Clay,Alabama,US,1/2/2021 5:22,33.26984193,-85.85836077,1150,34,0,1116,"Clay, Alabama, US",8689.08198,2.956521739
Cleburne,Alabama,US,1/2/2021 5:22,33.67679204,-85.52005899,1036,16,0,1020,"Cleburne, Alabama, US",6948.356808,1.544401544
Coffee,Alabama,US,1/2/2021 5:22,31.39932826,-85.98901039,3643,38,0,3605,"Coffee, Alabama, US",6959.993886,1.043096349
Colbert,Alabama,US,1/2/2021 5:22,34.69847452,-87.80168544,4701,60,0,4641,"Colbert, Alabama, US",8509.983527,1.276324186
Conecuh,Alabama,US,1/2/2021 5:22,31.43401703,-86.99320044,839,17,0,822,"Conecuh, Alabama, US",6952.846606,2.026221692
Coosa,Alabama,US,1/2/2021 5:22,32.93690146,-86.24847739,519,7,0,512,"Coosa, Alabama, US",4867.298134,1.348747592
Covington,Alabama,US,1/2/2021 5:22,31.2477854,-86.45050893,2931,40,0,2891,"Covington, Alabama, US",7911.1447,1.364721938
Crenshaw,Alabama,US,1/2/2021 5:22,31.72941803,-86.31593104,960,36,0,924,"Crenshaw, Alabama, US",6970.665118,3.75
Cullman,Alabama,US,1/2/2021 5:22,34.13020303,-86.86888037,7194,78,0,7116,"Cullman, Alabama, US",8588.004966,1.084236864
Dale,Alabama,US,1/2/2021 5:22,31.43037123,-85.61095742,3371,63,0,3308,"Dale, Alabama, US",6855.527536,1.868881637
Dallas,Alabama,US,1/2/2021 5:22,32.32688101,-87.1086671,2821,43,0,2778,"Dallas, Alabama, US",7584.148833,1.524282169
DeKalb,Alabama,US,1/2/2021 5:22,34.45946862,-85.80782906,6978,62,0,6916,"DeKalb, Alabama, US",9757.666438,0.888506735
Elmore,Alabama,US,1/2/2021 5:22,32.59785413,-86.14415284,6542,83,0,6459,"Elmore, Alabama, US",8055.757367,1.268725161
Escambia,Alabama,US,1/2/2021 5:22,31.1256789,-87.15918694,2682,34,0,2648,"Escambia, Alabama, US",7321.267709,1.267710664
Etowah,Alabama,US,1/2/2021 5:22,34.04567266,-86.04051873,10110,96,0,10014,"Etowah, Alabama, US",9885.790277,0.949554896
Fayette,Alabama,US,1/2/2021 5:22,33.72076938,-87.73886638,1441,19,0,1422,"Fayette, Alabama, US",8839.406208,1.318528799
Franklin,Alabama,US,1/2/2021 5:22,34.44235334,-87.84289505,3300,37,0,3263,"Franklin, Alabama, US",10522.28812,1.121212121
Geneva,Alabama,US,1/2/2021 5:22,31.09389027,-85.83572839,1691,20,0,1671,"Geneva, Alabama, US",6436.755358,1.182732111
Greene,Alabama,US,1/2/2021 5:22,32.85504247,-87.95684022,679,20,0,659,"Greene, Alabama, US",8371.347553,2.9455081
Hale,Alabama,US,1/2/2021 5:22,32.76039258,-87.63284988,1468,33,0,1435,"Hale, Alabama, US",10019.79387,2.247956403
Henry,Alabama,US,1/2/2021 5:22,31.51148016,-85.24267944,1268,8,0,1260,"Henry, Alabama, US",7369.950596,0.630914826
Houston,Alabama,US,1/2/2021 5:22,31.15197924,-85.29939599,7371,64,0,7307,"Houston, Alabama, US",6961.523205,0.868267535
Jackson,Alabama,US,1/2/2021 5:22,34.78144169,-85.99750489,5183,34,0,5149,"Jackson, Alabama, US",10039.51497,0.655990739
Jefferson,Alabama,US,1/2/2021 5:22,33.55554728,-86.895063,53058,719,0,52339,"Jefferson, Alabama, US",8056.51006,1.355120811
Lamar,Alabama,US,1/2/2021 5:22,33.77995024,-88.09668032,1065,15,0,1050,"Lamar, Alabama, US",7714.596161,1.408450704
Lauderdale,Alabama,US,1/2/2021 5:22,34.90171875,-87.65624729,6566,70,0,6496,"Lauderdale, Alabama, US",7080.848494,1.066098081
Lawrence,Alabama,US,1/2/2021 5:22,34.52041498,-87.31069453,2082,43,0,2039,"Lawrence, Alabama, US",6323.654477,2.065321806
Lee,Alabama,US,1/2/2021 5:22,32.60154883,-85.35132246,10450,75,0,10375,"Lee, Alabama, US",6350.962064,0.717703349
Limestone,Alabama,US,1/2/2021 5:22,34.81185586,-86.98310072,6879,58,0,6821,"Limestone, Alabama, US",6954.455846,0.843145806
Lowndes,Alabama,US,1/2/2021 5:22,32.1597283,-86.65158371,951,32,0,919,"Lowndes, Alabama, US",9777.914867,3.364879075
Macon,Alabama,US,1/2/2021 5:22,32.38759944,-85.69267724,1009,30,0,979,"Macon, Alabama, US",5584.458712,2.973240833
Madison,Alabama,US,1/2/2021 5:22,34.76327133,-86.55069633,22590,179,0,22411,"Madison, Alabama, US",6057.778171,0.792386012
Marengo,Alabama,US,1/2/2021 5:22,32.24767634,-87.78796182,1812,26,0,1786,"Marengo, Alabama, US",9606.107194,1.434878587
Marion,Alabama,US,1/2/2021 5:22,34.13697363,-87.88704173,2112,43,0,2069,"Marion, Alabama, US",7108.956882,2.035984848
Marshall,Alabama,US,1/2/2021 5:22,34.36975964,-86.30486727,9271,86,0,9185,"Marshall, Alabama, US",9580.052493,0.927623773
Mobile,Alabama,US,1/2/2021 5:22,30.78472347,-88.20842409,26151,508,0,25643,"Mobile, Alabama, US",6328.743254,1.942564338
Monroe,Alabama,US,1/2/2021 5:22,31.56729412,-87.36995001,1226,11,0,1215,"Monroe, Alabama, US",5913.278349,0.897226754
Montgomery,Alabama,US,1/2/2021 5:22,32.2206831,-86.20969272,16240,276,0,15964,"Montgomery, Alabama, US",7170.42113,1.699507389
Morgan,Alabama,US,1/2/2021 5:22,34.45500589,-86.85475946,10817,89,0,10728,"Morgan, Alabama, US",9038.344238,0.822778959
Perry,Alabama,US,1/2/2021 5:22,32.64048341,-87.29770589,879,10,0,869,"Perry, Alabama, US",9850.946991,1.137656428
Pickens,Alabama,US,1/2/2021 5:22,33.28094866,-88.08818103,1756,26,0,1730,"Pickens, Alabama, US",8810.837933,1.480637813
Pike,Alabama,US,1/2/2021 5:22,31.80396383,-85.9408295,2029,23,0,2006,"Pike, Alabama, US",6127.317751,1.133563332
Randolph,Alabama,US,1/2/2021 5:22,33.29526734,-85.45708831,1262,30,0,1232,"Randolph, Alabama, US",5554.088549,2.377179081
Russell,Alabama,US,1/2/2021 5:22,32.28725256,-85.18415324,2824,6,0,2818,"Russell, Alabama, US",4872.24168,0.212464589
St. Clair,Alabama,US,1/2/2021 5:22,33.71902176,-86.31029372,6577,73,0,6504,"St. Clair, Alabama, US",7347.618196,1.109928539
Shelby,Alabama,US,1/2/2021 5:22,33.26879845,-86.66232561,15877,103,0,15774,"Shelby, Alabama, US",7292.996849,0.648737167
Sumter,Alabama,US,1/2/2021 5:22,32.59117397,-88.19916205,857,24,0,833,"Sumter, Alabama, US",6896.274242,2.800466744
Talladega,Alabama,US,1/2/2021 5:22,33.37823223,-86.16886178,5211,76,0,5135,"Talladega, Alabama, US",6515.541774,1.458453272
Tallapoosa,Alabama,US,1/2/2021 5:22,32.86698258,-85.79833053,2383,98,0,2285,"Tallapoosa, Alabama, US",5903.336884,4.112463282
Tuscaloosa,Alabama,US,1/2/2021 5:22,33.28726072,-87.52556818,18745,218,0,18527,"Tuscaloosa, Alabama, US",8953.691099,1.162976794
Walker,Alabama,US,1/2/2021 5:22,33.80270512,-87.30027177,5296,138,0,5158,"Walker, Alabama, US",8337.40023,2.605740181
Washington,Alabama,US,1/2/2021 5:22,31.4092794,-88.20689944,1199,24,0,1175,"Washington, Alabama, US",7344.113684,2.001668057
Wilcox,Alabama,US,1/2/2021 5:22,31.98773215,-87.30891118,890,19,0,871,"Wilcox, Alabama, US",8579.967223,2.134831461
Winston,Alabama,US,1/2/2021 5:22,34.15030532,-87.37325922,1977,30,0,1947,"Winston, Alabama, US",8366.837361,1.517450683
Aleutians East,Alaska,US,1/2/2021 5:22,55.32222414,-161.9722021,39,0,0,39,"Aleutians East, Alaska, US",1168.714414,0
Aleutians West,Alaska,US,1/2/2021 5:22,52.3233,-174.1596,198,0,0,198,"Aleutians West, Alaska, US",3514.376997,0
Anchorage,Alaska,US,1/2/2021 5:22,61.14998174,-149.1426986,22922,120,0,22802,"Anchorage, Alaska, US",7959.027778,0.523514528
Bethel,Alaska,US,1/2/2021 5:22,60.90980451,-159.8561831,2428,9,0,2419,"Bethel, Alaska, US",13205.69999,0.370675453
Bristol Bay,Alaska,US,1/2/2021 5:22,58.74513976,-156.701064,0,0,0,0,"Bristol Bay, Alaska, US",0,
Chugach,Alaska,US,4/2/2021 15:13,61.16666,-149.9,221,3,0,218,"Chugach, Alaska, US",3273.589098,1.357466063
Copper River,Alaska,US,4/2/2021 15:13,60.3886,-162.8905196,157,0,0,157,"Copper River, Alaska, US",5816.969248,0
Denali,Alaska,US,1/2/2021 5:22,63.67264044,-150.0076108,60,0,0,60,"Denali, Alaska, US",2861.230329,0
Dillingham,Alaska,US,1/2/2021 5:22,59.79603738,-158.2381942,122,1,0,121,"Dillingham, Alaska, US",2481.692433,0.819672131
Fairbanks North Star,Alaska,US,1/2/2021 5:22,64.80726247,-146.5692662,4929,19,0,4910,"Fairbanks North Star, Alaska, US",5089.36592,0.385473727
Haines,Alaska,US,1/2/2021 5:22,59.09893571,-135.4679843,22,0,0,22,"Haines, Alaska, US",869.5652174,0
Juneau,Alaska,US,1/2/2021 5:22,58.45031811,-134.200436,1050,5,0,1045,"Juneau, Alaska, US",3283.918184,0.476190476
Kenai Peninsula,Alaska,US,1/2/2021 5:22,60.24429722,-151.5388884,3627,17,0,3610,"Kenai Peninsula, Alaska, US",6178.033658,0.46870692
Ketchikan Gateway,Alaska,US,1/2/2021 5:22,55.57445008,-130.975561,240,0,0,240,"Ketchikan Gateway, Alaska, US",1726.494497,0
Kodiak Island,Alaska,US,1/2/2021 5:22,57.65529415,-153.7493579,914,2,0,912,"Kodiak Island, Alaska, US",7031.851054,0.218818381
Kusilvak,Alaska,US,1/2/2021 5:22,62.1542916,-163.3967883,767,2,0,765,"Kusilvak, Alaska, US",9225.402935,0.260756193
Bristol Bay plus Lake and Peninsula,Alaska,US,1/2/2021 5:22,58.62403337,-156.2140589,158,0,0,158,"Bristol Bay plus Lake and Peninsula, Alaska, US",6507.413509,0
Matanuska-Susitna,Alaska,US,1/2/2021 5:22,62.31305045,-149.5741743,6381,16,0,6365,"Matanuska-Susitna, Alaska, US",5891.042034,0.250744397
Nome,Alaska,US,1/2/2021 5:22,64.90320724,-164.0353804,275,0,0,275,"Nome, Alaska, US",2748.90044,0
North Slope,Alaska,US,1/2/2021 5:22,69.31479216,-153.4836093,806,2,0,804,"North Slope, Alaska, US",8197.721725,0.248138958
Northwest Arctic,Alaska,US,1/2/2021 5:22,67.04919196,-159.7503946,401,0,0,401,"Northwest Arctic, Alaska, US",5261.77667,0
Petersburg,Alaska,US,1/2/2021 5:22,57.13978948,-132.9540995,31,1,0,30,"Petersburg, Alaska, US",949.1733007,3.225806452
Prince of Wales-Hyder,Alaska,US,1/2/2021 5:22,55.76261984,-133.0511621,72,1,0,71,"Prince of Wales-Hyder, Alaska, US",1160.72868,1.388888889
Sitka,Alaska,US,1/2/2021 5:22,57.24124555,-135.3206587,270,0,0,270,"Sitka, Alaska, US",3179.088661,0
Skagway,Alaska,US,1/2/2021 5:22,59.56149996,-135.3337748,17,0,0,17,"Skagway, Alaska, US",1437.024514,0
Southeast Fairbanks,Alaska,US,1/2/2021 5:22,63.87692095,-143.2127643,408,3,0,405,"Southeast Fairbanks, Alaska, US",5919.04831,0.735294118
Valdez-Cordova,Alaska,US,1/2/2021 5:22,61.47502768,-144.7126799,0,0,0,0,"Valdez-Cordova, Alaska, US",0,
Wrangell,Alaska,US,1/2/2021 5:22,56.3202004,-132.0583731,25,0,0,25,"Wrangell, Alaska, US",999.2006395,0
Yakutat,Alaska,US,1/2/2021 5:22,59.8909808,-140.3601451,52,1,0,51,"Yakutat, Alaska, US",1906.857352,1.923076923
Yukon-Koyukuk,Alaska,US,1/2/2021 5:22,65.50815459,-151.3907387,209,4,0,205,"Yukon-Koyukuk, Alaska, US",3996.175908,1.913875598
Apache,Arizona,US,1/2/2021 5:22,35.39465006,-109.4892383,7594,244,0,7350,"Apache, Arizona, US",10563.80152,3.213062944
Cochise,Arizona,US,1/2/2021 5:22,31.87934684,-109.7516088,7585,136,0,7449,"Cochise, Arizona, US",6023.570147,1.793012525
Coconino,Arizona,US,1/2/2021 5:22,35.83883429,-111.7707178,11344,214,0,11130,"Coconino, Arizona, US",7906.54883,1.886459803
Gila,Arizona,US,1/2/2021 5:22,33.80190085,-110.8132779,4552,136,0,4416,"Gila, Arizona, US",8426.820689,2.987697715
Graham,Arizona,US,1/2/2021 5:22,32.93166885,-109.8882178,3287,51,0,3236,"Graham, Arizona, US",8463.578546,1.551566778
Greenlee,Arizona,US,1/2/2021 5:22,33.21498827,-109.2405279,403,4,0,399,"Greenlee, Arizona, US",4242.998526,0.992555831
La Paz,Arizona,US,1/2/2021 5:22,33.72854224,-113.9810029,1523,35,0,1488,"La Paz, Arizona, US",7215.27383,2.298095863
Maricopa,Arizona,US,1/2/2021 5:22,33.34835867,-112.4918154,325404,5196,0,320208,"Maricopa, Arizona, US",7254.714949,1.596784305
Mohave,Arizona,US,1/2/2021 5:22,35.70471703,-113.7577902,12892,349,0,12543,"Mohave, Arizona, US",6075.944594,2.707105182
Navajo,Arizona,US,1/2/2021 5:22,35.3997715,-110.3218983,11559,347,0,11212,"Navajo, Arizona, US",10420.64837,3.001989792
Pima,Arizona,US,1/2/2021 5:22,32.0971334,-111.7890033,70563,1082,0,69481,"Pima, Arizona, US",6737.746102,1.533381517
Pinal,Arizona,US,1/2/2021 5:22,32.90525627,-111.3449483,28137,372,0,27765,"Pinal, Arizona, US",6079.876574,1.32210257
Santa Cruz,Arizona,US,1/2/2021 5:22,31.52508998,-110.8479088,6082,101,0,5981,"Santa Cruz, Arizona, US",13080.13248,1.660637948
Yavapai,Arizona,US,1/2/2021 5:22,34.59933926,-112.5538588,11530,221,0,11309,"Yavapai, Arizona, US",4904.316905,1.916738942
Yuma,Arizona,US,1/2/2021 5:22,32.76895712,-113.9066674,27812,527,0,27285,"Yuma, Arizona, US",13009.2101,1.894865526
Arkansas,Arkansas,US,1/2/2021 5:22,34.29145151,-91.37277296,1324,31,0,1293,"Arkansas, Arkansas, US",7571.771703,2.341389728
Ashley,Arkansas,US,1/2/2021 5:22,33.19153461,-91.7698471,1291,21,0,1270,"Ashley, Arkansas, US",6567.634939,1.626646011
Baxter,Arkansas,US,1/2/2021 5:22,36.28784385,-92.33782872,2114,71,0,2043,"Baxter, Arkansas, US",5041.495755,3.358561968
Benton,Arkansas,US,1/2/2021 5:22,36.33644656,-94.25680817,18355,266,0,18089,"Benton, Arkansas, US",6575.529929,1.449196404
Boone,Arkansas,US,1/2/2021 5:22,36.3084504,-93.09374925,2593,68,0,2525,"Boone, Arkansas, US",6927.22804,2.622445044
Bradley,Arkansas,US,1/2/2021 5:22,33.46755808,-92.15980837,957,15,0,942,"Bradley, Arkansas, US",8891.572982,1.567398119
Calhoun,Arkansas,US,1/2/2021 5:22,33.55598792,-92.49974403,239,1,0,238,"Calhoun, Arkansas, US",4605.89709,0.418410042
Carroll,Arkansas,US,1/2/2021 5:22,36.3403856,-93.54270261,2110,30,0,2080,"Carroll, Arkansas, US",7434.813249,1.421800948
Chicot,Arkansas,US,1/2/2021 5:22,33.26458973,-91.29539209,1418,30,0,1388,"Chicot, Arkansas, US",14014.6274,2.115655853
Clark,Arkansas,US,1/2/2021 5:22,34.04613432,-93.17484713,1388,21,0,1367,"Clark, Arkansas, US",6218.637993,1.5129683
Clay,Arkansas,US,1/2/2021 5:22,36.36826212,-90.4148172,1332,31,0,1301,"Clay, Arkansas, US",9154.010034,2.327327327
Cleburne,Arkansas,US,1/2/2021 5:22,35.53864922,-92.02640019,1286,38,0,1248,"Cleburne, Arkansas, US",5160.720735,2.954898911
Cleveland,Arkansas,US,1/2/2021 5:22,33.89723187,-92.18537045,577,19,0,558,"Cleveland, Arkansas, US",7252.388135,3.292894281
Columbia,Arkansas,US,1/2/2021 5:22,33.21230701,-93.22642793,1591,43,0,1548,"Columbia, Arkansas, US",6782.623524,2.702702703
Conway,Arkansas,US,1/2/2021 5:22,35.26205537,-92.70506566,1343,16,0,1327,"Conway, Arkansas, US",6442.48297,1.191362621
Craighead,Arkansas,US,1/2/2021 5:22,35.83018283,-90.63235729,10176,136,0,10040,"Craighead, Arkansas, US",9223.072182,1.336477987
Crawford,Arkansas,US,1/2/2021 5:22,35.58928601,-94.2446814,4542,59,0,4483,"Crawford, Arkansas, US",7180.233018,1.29898723
Crittenden,Arkansas,US,1/2/2021 5:22,35.21247318,-90.30839406,4360,74,0,4286,"Crittenden, Arkansas, US",9091.856949,1.697247706
Cross,Arkansas,US,1/2/2021 5:22,35.29631396,-90.77185818,1424,36,0,1388,"Cross, Arkansas, US",8672.878982,2.528089888
Dallas,Arkansas,US,1/2/2021 5:22,33.97042763,-92.65167437,490,11,0,479,"Dallas, Arkansas, US",6991.011557,2.244897959
Desha,Arkansas,US,1/2/2021 5:22,33.83011025,-91.25500948,967,11,0,956,"Desha, Arkansas, US",8511.574685,1.13753878
Drew,Arkansas,US,1/2/2021 5:22,33.59035001,-91.71777921,1463,19,0,1444,"Drew, Arkansas, US",8030.078489,1.298701299
Faulkner,Arkansas,US,1/2/2021 5:22,35.14719007,-92.33717519,7817,94,0,7723,"Faulkner, Arkansas, US",6203.623608,1.202507356
Franklin,Arkansas,US,1/2/2021 5:22,35.51202821,-93.89299569,1111,25,0,1086,"Franklin, Arkansas, US",6271.52131,2.250225023
Fulton,Arkansas,US,1/2/2021 5:22,36.38177105,-91.81729127,895,36,0,859,"Fulton, Arkansas, US",7173.198686,4.022346369
Garland,Arkansas,US,1/2/2021 5:22,34.57692074,-93.14921604,5898,154,0,5744,"Garland, Arkansas, US",5934.437446,2.611054595
Grant,Arkansas,US,1/2/2021 5:22,34.29017991,-92.42320562,1101,12,0,1089,"Grant, Arkansas, US",6027.922256,1.089918256
Greene,Arkansas,US,1/2/2021 5:22,36.1173546,-90.55832668,4463,52,0,4411,"Greene, Arkansas, US",9846.66299,1.165135559
Hempstead,Arkansas,US,1/2/2021 5:22,33.73325583,-93.66935133,1240,11,0,1229,"Hempstead, Arkansas, US",5758.870518,0.887096774
Hot Spring,Arkansas,US,1/2/2021 5:22,34.31709259,-92.95396325,3661,56,0,3605,"Hot Spring, Arkansas, US",10840.66211,1.529636711
Howard,Arkansas,US,1/2/2021 5:22,34.09007427,-93.9934871,1113,18,0,1095,"Howard, Arkansas, US",8430.540827,1.617250674
Independence,Arkansas,US,1/2/2021 5:22,35.74242707,-91.57001641,2809,94,0,2715,"Independence, Arkansas, US",7426.305354,3.346386614
Izard,Arkansas,US,1/2/2021 5:22,36.09604046,-91.90847954,1334,13,0,1321,"Izard, Arkansas, US",9787.952161,0.974512744
Jackson,Arkansas,US,1/2/2021 5:22,35.59802983,-91.21494602,2831,22,0,2809,"Jackson, Arkansas, US",16932.83091,0.777110562
Jefferson,Arkansas,US,1/2/2021 5:22,34.26767081,-91.92619839,6797,129,0,6668,"Jefferson, Arkansas, US",10171.49527,1.897896131
Johnson,Arkansas,US,1/2/2021 5:22,35.56759135,-93.46036368,1885,20,0,1865,"Johnson, Arkansas, US",7092.332004,1.061007958
Lafayette,Arkansas,US,1/2/2021 5:22,33.24116713,-93.60677071,345,4,0,341,"Lafayette, Arkansas, US",5208.333333,1.15942029
Lawrence,Arkansas,US,1/2/2021 5:22,36.04188196,-91.10867198,1587,35,0,1552,"Lawrence, Arkansas, US",9673.29026,2.20541903
Lee,Arkansas,US,1/2/2021 5:22,34.78498904,-90.78383866,1449,26,0,1423,"Lee, Arkansas, US",16359.94129,1.794340925
Lincoln,Arkansas,US,1/2/2021 5:22,33.95317155,-91.74002806,2828,24,0,2804,"Lincoln, Arkansas, US",21713.75921,0.848656294
Little River,Arkansas,US,1/2/2021 5:22,33.70375665,-94.23468591,827,39,0,788,"Little River, Arkansas, US",6746.064116,4.715840387
Logan,Arkansas,US,1/2/2021 5:22,35.21413234,-93.71951016,1453,11,0,1442,"Logan, Arkansas, US",6768.843753,0.75705437
Lonoke,Arkansas,US,1/2/2021 5:22,34.75392199,-91.88742357,4235,81,0,4154,"Lonoke, Arkansas, US",5776.916886,1.912632822
Madison,Arkansas,US,1/2/2021 5:22,36.01038185,-93.72524943,1048,12,0,1036,"Madison, Arkansas, US",6322.393822,1.145038168
Marion,Arkansas,US,1/2/2021 5:22,36.26844485,-92.68451899,655,24,0,631,"Marion, Arkansas, US",3923.565353,3.664122137
Miller,Arkansas,US,1/2/2021 5:22,33.31403423,-93.89285258,2783,25,0,2758,"Miller, Arkansas, US",6433.640798,0.898311175
Mississippi,Arkansas,US,1/2/2021 5:22,35.76271485,-90.0519437,4411,95,0,4316,"Mississippi, Arkansas, US",10850.90158,2.153706642
Monroe,Arkansas,US,1/2/2021 5:22,34.6815935,-91.20540287,486,7,0,479,"Monroe, Arkansas, US",7252.648858,1.440329218
Montgomery,Arkansas,US,1/2/2021 5:22,34.53704874,-93.65824478,508,18,0,490,"Montgomery, Arkansas, US",5653.238371,3.543307087
Nevada,Arkansas,US,1/2/2021 5:22,33.66340119,-93.30632432,598,20,0,578,"Nevada, Arkansas, US",7246.728066,3.344481605
Newton,Arkansas,US,1/2/2021 5:22,35.91947491,-93.21612969,557,24,0,533,"Newton, Arkansas, US",7184.315749,4.308797127
Ouachita,Arkansas,US,1/2/2021 5:22,33.58839816,-92.87795984,1393,29,0,1364,"Ouachita, Arkansas, US",5957.574202,2.08183776
Perry,Arkansas,US,1/2/2021 5:22,34.9459153,-92.94372564,446,5,0,441,"Perry, Arkansas, US",4265.901483,1.121076233
